id,tipologia,operacion,direccion,barrio,ambientes,dormitorios,descripcion,apto_banco,precio,cod_zp,cod_lvi,link_interno,requisitos,imagen
279,departamento,venta,Maipu 18 Piso 5 Dpto B,centro,3,2,,0,40000,57567801,5566146,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
280,casa,venta,Manuel Gutierrez 4497,Villa Marta,4,3,,0,70000,57567802,5566147,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
281,oficina,venta,Rosario de Santa Fe 231 Piso 8 Oficina 7,centro,0,0,PARA CONSULTAS AL WHATSAPP . NO TE LA PIERDAS!!!,1,61000,57567803,5354573,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
285,departamento,venta,Montevideo 207 Piso 4 Dpto C,Nueva Cordoba,1,1,,1,24000,57567807,5566152,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
286,departamento,venta,Parana 670 Piso 9 Dpto A,Nueva Cordoba,3,2,,0,35000,57567808,5566153,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
287,casa,venta,Soldado Ruiz 1682,San Martin,4,3,,1,58000,57567809,5566154,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
288,casa,venta,Soldado Ruiz 1676,San Martin,7,4,,1,100000,57567810,5566155,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
291,local,venta,Hipólito Yrigoyen 185 PH 4,Nueva Cordoba,,,,1,114000,57567813,5566158,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
292,local,venta,Hipólito Yrigoyen 185 PH 3,Nueva Cordoba,,,,0,70000,57567814,5566159,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
293,local,venta,Hipólito Yrigoyen 185 PH 1,Nueva Cordoba,,,,0,46000,57567815,5566160,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
295,departamento,venta,Caseros 286 Piso 10 Dpto B,Centro,3,2,,1,43000,57567817,5566162,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
296,departamento,venta,Chacabuco 23 Piso 7 Dpto A,Centro,1,1,,1,22000,57567818,5566163,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
298,departamento,venta,Mariano Fragueiro 329 Piso 3º Dpto B,Centro,2,1,,0,30000,57567820,5566165,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
300,departamento,venta,Colon 1153 Piso 8 Dpto D Torre C,Alberdi,1,1,,1,21000,57567822,5566167,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
302,departamento,venta,Colon 1153 Piso 2º Dpto C Torre C,Alberdi,2,1,,1,31000,57567824,5566169,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
303,departamento,venta,Balcarce 541 Piso 11º Dpto C,Nueva Cordoba,5,4,,1,46000,57567825,5566170,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
306,departamento,venta,Colon 1160 Piso 4 Dpto D,Alberdi,3,2,,1,41000,57567828,5566173,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
307,local,venta,Caseros 694,Alberdi,,,,1,63000,57567829,5566174,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
308,departamento,venta,Colon 1160 Piso 5 Dpto B,Alberdi,2,1,,1,27000,57567830,5566175,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
309,departamento,venta,Colon 1160 Piso 4º Dpto B,Alberdi,3,2,,1,38000,57567831,5566176,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
310,departamento,venta,Colon 1151 Piso 11 Dpto B Torre B,Alberdi,3,2,,1,39000,57567832,5566177,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
311,departamento,venta,Miguel Caxaraville (casa) 718,Lamadrid,1,1,,1,24000,57567833,5566178,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
312,departamento,venta,Miguel Caxaraville 718 Dpto 1,Lamadrid,3,2,,1,41000,57567834,5566179,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
313,departamento,venta,Miguel Caxaraville 718 Dpto 2,Lamadrid,3,2,,1,42000,57567835,5566180,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
315,departamento,venta,Colon 1153 Piso 13 Dpto B Torre C,Alberdi,3,2,,1,32000,57567837,5566182,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
317,cochera,alquiler,Colon 1155 Subsuelo Coch 10,Alberdi,,,,0,102000,57567839,5566184,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
318,departamento,venta,Pedro del Castillo 1065 Dpto 3,Ferrer,5,4,,1,50000,57567840,5566185,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
320,departamento,venta,Colon 1151 Piso 10 Dpto D Torre B,Alberdi,2,1,,1,29000,57567842,5566187,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
322,departamento,venta,9 de Julio 687 Piso 9 Dpto D,Centro,3,2,,1,42000,57567844,5566189,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
324,departamento,venta,San Lorenzo 162 Piso 5 Dpto B,Nueva Cordoba,3,2,,1,33000,57567846,5566191,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
327,departamento,venta,Chubut 20 Piso 1 Dpto 20,Alberdi,3,2,,0,38000,57567849,5566194,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
328,departamento,venta,Independencia 1470 Piso 2 Dpto B,Nueva Cordoba,3,2,,0,36000,57567850,5566195,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
333,departamento,venta,Independencia 1470 Piso 8 Dpto D,Nueva Cordoba,2,1,,0,27000,57567855,5566200,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
334,local,venta,Sabatini 3771 Local D,Villa Argentina,,,,1,93000,57567856,5566201,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
335,local,venta,Sabatini 3771 Local B,Villa Argentina,,,,1,107000,57567857,5566202,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
336,local,venta,Sabatini 3771 Local 3,Villa Argentina,,,,0,62000,57567858,5566203,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
337,departamento,venta,Colon 1153 Piso 3 Dpto A Torre C,Alberdi,3,2,,1,41000,57567859,5566204,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
338,departamento,venta,Beccar Varela 638 Planta Alta Dpto 6,Ipona,3,2,,0,43000,57567860,5566205,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
339,casa,venta,Argandoña 3288,San Vicente,4,2,PARA MAS INFORMACION AL WHATSAPP. NO TE LO PIERDAS!!!,0,38000,57567861,5517939,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
342,departamento,venta,Santa Cruz 980 Dpto.3,Observatorio,1,1,,1,20000,57567864,5566209,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
344,departamento,venta,Colon 1153 Piso 6 Dpto D Torre C,Alberdi,3,2,,1,36000,57567866,5566211,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
345,local,alquiler,Sabatini 3771 Local B,Villa Argentina,3,,"✨ ¡Excelente oportunidad comercial sobre Av. Sabattini! ✨

Salomón Inmobiliaria te ofrece en alquiler un local ideal para potenciar tu negocio 📈, ubicado en una zona de alto tránsito 🚗🚶‍♂️:
📍 Av. Sabattini 3771 – Local B, Barrio Villa Argentina

🔹 Características destacadas:

📐 Superficie de 85 m²
🪟 Ambientes amplios, luminosos y funcionales
🚻 Baño instalado
🛣️ Ubicación estratégica sobre plena avenida

🔹 Servicios:

⚡ Energía eléctrica

💰 Precio: $700.000
📊 Ajuste cuatrimestral según IPC
🧾 Impuestos bajos
📄 Contrato por 2 años

📲 Consultá requisitos y coordiná una visita por WhatsApp
¡No dejes pasar esta oportunidad para instalar tu negocio en una ubicación clave! 🚀",0,700000,56639783,5566212,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,"Opción 1) Una garantía propietaria + un recibo de sueldo superior a $1.000.000

Opción 2) Cuatro recibos de sueldo superiores a $1.000.000. Pueden ser menos recibos dependiendo los montos.

No se aceptan garantías compradas ni monotributos, pero si se aceptan jubilaciones.",
347,departamento,alquiler,Santa Rosa 1368 Piso 2 Dpto 20,Alberdi,4,1,"🏡✨ ¡OPORTUNIDAD EN ALQUILER – BARRIO ALBERDI! ✨🏡

Salomón Inmobiliaria ofrece en alquiler un hermoso departamento ubicado en 📍 Santa Rosa 1368, Barrio Alberdi, a metros de todo lo que necesitás.

📌 Ubicación estratégica:
🚔 A una cuadra de la Central de Policía
🛣️ A una cuadra de Avenida Colón
🚌 Gran variedad de líneas de colectivos para una excelente conectividad

🏢 Características del departamento:

✔️ Piso 2
✔️ Cocina comedor súper amplia 🍽️
✔️ Incluye artefacto de cocina + extractor
✔️ Espacio para lavarropas 🧺
✔️ Calefactor 🔥
✔️ Baño completo 🛁
✔️ 1 dormitorio amplio con placard 👕👚

💰 Precio: $490.000
📈 Ajuste trimestral según IPC
💵 Expensas: $61.000
🧾 Impuestos muy bajos

📲 Consultá requisitos y coordiná tu visita por WhatsApp.

✨ ¡No dejes pasar esta oportunidad! Ideal para quienes buscan comodidad, ubicación y buena conexión en Barrio Alberdi. ✨",0,490000,58487981,5566214,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,"Opción 1) Una garantía propietaria + un recibo de sueldo superior a $1.000.000
Opción 2) Cuatro recibos de sueldo superiores a $1.000.000. Pueden ser menos recibos dependiendo los montos.
No se aceptan garantías compradas ni monotributos, pero si se aceptan jubilaciones.",
348,departamento,venta,Mejico 614/18 Planta Baja Dto 2,Patria,2,1,,1,29000,57567870,5566215,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
349,departamento,venta,Coronel Olmedo 296 Piso 1º Dpto I,Alberdi,2,1,,0,30000,57567871,5566216,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
350,departamento,alquiler,Avenida Colón 1153,Alberdi,4,1,"SALOMÓN INMOBILIARIA ofrece en alquiler un hermoso departamento ubicado en Av. Colón 1153. Ideal para quienes buscan comodidad, luz y una e...Alberdi",1,485000,58797911,,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,,
353,departamento,venta,Ituzaingo 628 Piso 3 Dpto C,Nueva Cordoba,2,1,,0,33000,57567875,5566220,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
357,departamento,venta,San Jose de Calazans 62 Piso 5 Dpto D,Alberdi,2,1,,1,29000,57567879,5566224,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
358,departamento,venta,Duarte Quiros 835 Piso 3 Dpto B,Alberdi,2,1,,1,34000,57567880,5566225,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
361,departamento,venta,Colon 1155 Piso 3 Dpto B Torre A,Alberdi,2,1,,1,34000,57567883,5566228,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
362,cochera,alquiler,Colon 1155 Subsuelo Cochera 49,Alberdi,,,,0,96000,57567884,5566229,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
363,cochera,alquiler,Colon 1155 Subsuelo Coch 1,Alberdi,,,,0,102000,57567885,5566230,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
365,departamento,venta,Pedro del Castillo 1065 Dpto 1,Ferrer,1,1,,0,23000,57567887,5566232,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
366,departamento,venta,Pedro del Castillo 1065 Dpto 2,Ferrer,3,2,,0,37000,57567888,5566233,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
368,cochera,alquiler,Colon 1155 Subsuelo Coch 4,Alberdi,,,"🏢 Salomón Inmobiliaria te ofrece esta práctica cochera ubicada en 📍 Av. Colón 1155, Barrio Alberdi.

🔹 Características destacadas:
✔️ Ubicada en subsuelo 🅿️
✔️ Acceso con portón automático 🚪⚙️
✔️ Ingreso con llave magnética 🔑
✔️ Amplios espacios para maniobrar cómodamente 🔄
✔️ Sobre Av. Colón, zona estratégica 📍

💰 Precio: $90.000
📈 Ajuste trimestral según IPC
💸 Expensas: $19.190
✔️ Impuestos súper bajos

📲 Consultá requisitos por WhatsApp

🔥 ¡No dejes pasar esta oportunidad y asegurá tu lugar hoy mismo!",0,90000,57567890,5566235,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,"Demostración de ingresos del titular. 
Se firma un contrato por 2 años.",
369,departamento,venta,Colon 1330 Piso 3 Dpto. C,Alberdi,1,1,,1,21000,57567891,5566236,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
372,departamento,venta,9 de Julio 1352 Piso 7 Dpto D,Alberdi,3,2,,1,42000,57567894,5566239,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
373,departamento,venta,Panamá 2225,Yapeyu,3,2,,0,41000,57567895,5566240,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
377,departamento,venta,Eufrasio Loza 29,General Paz,2,1,,1,28000,57567899,5566244,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
378,departamento,venta,Colon 1155 Piso 3º Dpto D Torre A,Alberdi,3,2,,1,36000,57567900,5566245,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
379,departamento,venta,Eufrasio Loza 47,Yapeyu,2,1,,1,30000,57567901,5566246,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
382,departamento,venta,Colon 1151 Piso 11 Dpto D Torre B,Alberdi,2,1,,1,30000,57567904,5566249,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
383,casa,venta,El Prado 50,Tanti,4,3,,1,59000,57567905,5566250,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
384,casa,venta,Jose Peña 8501,16 de Noviembre,3,2,,0,55000,57567906,5566251,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
386,departamento,venta,Almirante Brown 767 PA Dpto 1 Tira 5,Alberdi,3,2,,1,36000,57567908,5566253,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
387,departamento,alquiler,Chacabuco 375/379 Piso 2º Dpto A,Nueva Cordoba,3,2,"🏢 SALOMÓN INMOBILIARIA ofrece en alquiler un moderno monoambiente ubicado en Bv. Chacabuco 375. Ideal para quienes buscan comodidad, ubicación y estilo 🙌

🔹 Características:
🏢 Piso 2
🌞 Ambiente amplio y muy luminoso
🛁 Baño completo con bañera
🍳 Cocina equipada con artefacto, calefón, mesada y alacena

📍 Ubicación privilegiada:
🛍️ A pasos de Patio Olmos
🌿 Cercano a Buen Pastor
🏙️ Rodeado de comercios, bares y todo lo que necesitás

💰 Precio: $490.000
📈 Ajuste trimestral según IPC
🏷️ Expensas: $75.000
💸 Impuestos bajos

📲 Consultá requisitos al WhatsApp

🔥 ¡No dejes pasar esta oportunidad! Viví en una de las mejores zonas de Córdoba 🔑",1,490000,57567909,5566254,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,"Opción 1) Una garantía propietaria + un recibo de sueldo superior a $1.000.000
Opción 2) Cuatro recibos de sueldo superiores a $1.000.000. Pueden ser menos recibos dependiendo los montos.
No se aceptan garantías compradas ni monotributos, pero si se aceptan jubilaciones",
388,departamento,venta,Velez Sarsfield 23 Piso 3 Dpto B,Centro,5,4,,1,54000,57567910,5566255,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
389,,,,,,,,0,194000,,,,,
390,departamento,venta,Olmos 279 Piso 11 Dpto A,Centro,3,2,,1,41000,57567912,5566257,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
391,departamento,venta,Pje Aguilar 1840 Piso 5 Dpto E,Alberdi,2,1,,1,34000,57567913,5566258,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
393,departamento,venta,General Paz 418 Piso 6 Dpto A,Centro,3,2,,0,35000,57567915,5566260,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
394,cochera,alquiler,Colon 1155 Subsuelo Coch 37,Alberdi,,,,0,87000,57567916,5566261,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
395,departamento,venta,Colon 1155 Piso 1 Dpto A Torre A,Alberdi,2,1,,1,31000,57567917,5566262,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
396,departamento,venta,Colon 1155 Piso 1 Dpto B Torre A,Alberdi,5,4,,1,47000,57567918,5566263,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
397,departamento,venta,Brasil 118 Piso 3º Dpto D,Nueva Cordoba,2,1,,1,26000,57567919,5566264,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
398,departamento,venta,W Tejerina 2280 Piso 4 Dpto BTorre II,Alto Alberdi,3,2,,1,33000,57567920,5566265,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
399,,,,,,,,0,144000,,,,,
400,departamento,venta,Rivadavia 150 Piso 14 Dpto 10,Centro,2,1,,1,30000,57567922,5566267,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
402,departamento,venta,Balcarce 454 Piso 8 Dpto D,Nueva Cordoba,3,2,,1,42000,57567924,5566269,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
403,departamento,venta,Independencia 1120 Piso 5 Dpto D,Nueva Cordoba,5,4,,1,60000,57567925,5566270,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
404,departamento,venta,Crisol 151 Piso 7º Dpto C,Nueva Cordoba,3,2,,1,44000,57567926,5566271,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
405,departamento,venta,Obispo Trejo 1070 Piso 11º Dpto B,Nueva Cordoba,2,1,,1,29000,57567927,5566272,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
406,departamento,venta,Independencia 1470 Piso 2º Dpto A,Nueva Cordoba,2,1,,1,27000,57567928,5056462,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
407,departamento,venta,"Parana 532 Piso 13 Dpto ""A""",Nueva Cordoba,1,1,,0,22000,57567929,5566274,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
408,departamento,venta,Obispo Salguero 474 Piso 12 Dpto A,Nueva Cordoba,2,1,,1,33000,57567930,5566275,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
409,departamento,venta,Ilia 49 Piso 1 Dpto C,Nueva Cordoba,4,3,,1,53000,57567931,5566276,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
411,,,,,,,,0,140000,,,,,
412,departamento,venta,Duarte Quiros 835 Piso 6 Dpto C,Alberdi,2,1,,1,29000,57567934,5566279,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
413,departamento,venta,San Jose de Calazans 62 Piso 6º Dpto D,centro,2,1,,1,26000,57567935,5566280,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
414,departamento,venta,9 de Julio 721 Piso 6 Dpto B,centro,3,2,,0,41000,57567936,5566281,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
415,,,,,,,,0,151000,,,,,
416,departamento,venta,9 de Julio 721 Piso 5 Dpto A Torre II,centro,2,1,,1,28000,57567938,5566283,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
417,departamento,venta,9 de Julio 721 Piso 5 Dpto B Torre B,centro,2,1,,1,32000,57567939,5566284,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
420,departamento,venta,San Jose de Calazans 62 Piso 6 Dpto A,alberdi,3,2,,0,36000,57567942,5566287,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
422,departamento,venta,Rondeau 571 Piso 1 Dpto C,Nueva Cordoba,4,3,,1,39000,57567944,5566289,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
423,departamento,venta,27 de Abril 586 Piso 1 Dpto C,centro,1,1,,1,20000,57567945,5566290,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
425,departamento,venta,Obispo Trejo 1180 Piso 3 Dpto F,Nueva Cordoba,2,1,,1,33000,57567947,5566292,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
426,departamento,venta,San Lorenzo 339 Piso 4 Dpto B,Nueva Cordoba,2,1,,1,26000,57567948,5566293,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
430,departamento,venta,Caseros 866 Piso 1 Dpto A,Alberdi,4,3,,1,40000,57567952,5566297,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
431,departamento,venta,San Juan 870 Piso 11 Dpto H,Observatorio,1,1,,1,20000,57567953,5566298,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
432,casa,venta,Octavio Pinto 2685,Escobar,5,3,,1,69000,57567954,5566299,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
434,departamento,venta,Don Bosco 5531 Planta Alta,Mafekin,1,1,,0,22000,57567956,5566301,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
435,local,alquiler,"Villa Mafekin, Córdoba",Villa Mafekin,2,,"SALOMÓN INMOBILIARIA OFRECE EN ALQUILER UN LOCAL COMERCIAL UBICADO EN AV DON BOSCO 5531, BARRIO MAFEKIN. CARACTERÍSTICAS * AMBIENTE AMP...Villa Mafekin",1,300000,56195908,,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,,
436,casa,venta,Potrerillos 451,Mafekin,2,1,,1,25000,57567958,5566303,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
437,departamento,venta,Santa Rosa 878 Piso 3 Dpto A,Alberdi,2,1,,1,28000,57567959,5566304,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
438,departamento,alquiler,Avenida Colón 1800,Alberdi,4,1,"¡Oportunidad de alquiler en Alberdi! Salomón Inmobiliaria te trae este cómodo departamento ubicado sobre Av. Colón al 1800, en una de las ...Alberdi",1,430000,58803269,,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,,
439,cochera,venta,Requinoa 464,Mafekin,,,,1,10000,57567961,5566306,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
440,departamento,venta,Figueroa Alcorta 257 Piso 5 Dpto C,Centro,3,2,,1,40000,57567962,5566307,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
441,departamento,venta,Chacabuco 110 Piso 2 Dpto B,Centro,3,2,,1,38000,57567963,5566308,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
442,departamento,venta,Figueroa Alcorta 257 Piso 3 Dpto C,Centro,1,1,,1,20000,57567964,5566309,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
443,departamento,venta,Velez Sarsfield 958 Piso 4 Dpto C,Nueva Cordoba,4,3,,1,51000,57567965,5566310,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
444,departamento,venta,Chubut 20 Piso 2 Dpto 62,Alberdi,4,3,,1,48000,57567966,5566311,https://www.salomoninmo.com.ar/base.php?q=buscar&operacion=0,LINK A REQUISITOS PARA ALQUILAR,
